id,date,price,bedrooms,bathrooms,sqft_living,sqft_lot,floors,waterfront,view,condition,grade,sqft_above,sqft_basement,yr_built,yr_renovated,zipcode,lat,long,sqft_living15,sqft_lot15,sqft_per_bed,bath_per_bed,lot_living_ratio,basements_ratio,above_floors_ratio,living_density,lot_density,year_sale,month_sale,quarter_sale,days_since_start,renovation,years_since_renovation
1018000110,2015-04-23,224000,4,3.0,2300,7609,2.0,0,0,4,7,2300,0,1976,0,98002,47.2943,-122.227,940,5937,460.0,0.6,3.3068231203824423,0.0,0.9995654063450674,2.4442082890541976,13547,2015,4,2,356,0,0
1018000276,2015-03-27,217000,3,2.5,1340,4200,2.0,0,0,3,7,1340,0,2002,0,98002,47.2942,-122.226,990,4520,335.0,0.625,3.131991051454139,0.0,0.9992542878448919,1.3521695257315842,8721,2015,3,1,329,0,0
1020069042,2014-10-01,858000,4,3.5,4370,422967,1.0,0,2,4,10,2580,1790,1978,0,98022,47.2332,-122.029,3260,422967,874.0,0.7,96.76664378860673,0.4095172729352551,0.5902539464653397,1.3400797301441276,845935,2014,10,4,152,0,0
1021000060,2015-03-04,550500,2,1.5,930,7400,1.0,0,2,4,7,830,100,1909,0,98116,47.5691,-122.408,1920,4152,310.0,0.5,7.9484425349087005,0.10741138560687433,0.8915145005370569,0.4841228526808954,11553,2015,3,1,306,0,0
1021049057,2014-10-08,207000,3,1.0,1980,18730,1.0,0,0,4,7,1280,700,1943,0,98001,47.3221,-122.282,1356,9450,495.0,0.25,9.454820797576982,0.35335689045936397,0.6461383139828369,1.4591009579955785,28181,2014,10,4,159,0,0
1022049182,2015-04-28,175000,1,1.0,620,8685,1.0,0,0,4,5,620,0,1976,0,98198,47.4095,-122.29,1300,12150,310.0,0.5,13.985507246376812,0.0,0.998389694041868,0.4765564950038432,20836,2015,4,2,361,0,0
1022059032,2014-08-12,401500,4,2.5,3140,94525,2.0,0,0,4,8,2280,860,1977,0,98042,47.4155,-122.163,1910,14300,628.0,0.5,30.093919134033747,0.2737981534543139,0.725883476599809,1.6431187859759289,108826,2014,8,3,102,0,0
1022059082,2014-05-08,307000,3,1.75,1890,13860,1.0,0,0,5,7,1890,0,1966,0,98042,47.4156,-122.149,1500,14536,472.5,0.4375,7.329455314648334,0.0,0.9994711792702274,1.2591605596269153,28397,2014,5,2,6,0,0
1022059123,2014-12-26,250000,6,2.5,2590,10890,1.0,0,0,4,7,1340,1250,1970,0,98042,47.4126,-122.165,2474,10454,370.0,0.35714285714285715,4.203010420686994,0.4824392126592049,0.5171748359706677,1.0464646464646465,21345,2014,12,4,238,0,0
1022059161,2014-06-13,454000,4,2.25,2630,39000,2.0,0,0,3,9,2630,0,1979,0,98042,47.4089,-122.149,2270,66647,526.0,0.45,14.823261117445838,0.0,0.999619916381604,1.1580801409070893,105648,2014,6,2,42,0,0
1022069058,2014-10-09,449500,4,2.0,2430,199940,1.0,0,0,3,8,1310,1120,1961,0,98038,47.4116,-122.029,2220,150282,486.0,0.4,82.24598930481284,0.4607157548334019,0.5388728918140683,1.094101755965781,350223,2014,10,4,160,0,0
1022069071,2014-08-08,390000,3,1.75,1870,40250,1.0,0,0,5,7,1870,0,1959,0,98038,47.4038,-122.036,1870,40250,467.5,0.4375,21.512560128273652,0.0,0.9994655264564404,0.9994655264564404,80501,2014,8,3,98,0,0
1023059108,2015-04-30,390000,2,1.0,670,11505,1.0,0,0,3,5,670,0,2003,0,98059,47.499,-122.157,2180,11505,223.33333333333334,0.3333333333333333,17.146050670640836,0.0,0.9985096870342772,0.30719853278312703,23011,2015,4,2,363,0,0
1023059186,2015-01-26,252000,3,1.0,1530,9465,1.0,0,0,4,7,1530,0,1960,0,98059,47.4915,-122.151,1530,9465,382.5,0.25,6.182233834095363,0.0,0.999346832135859,0.999346832135859,18931,2015,1,1,269,0,0
1023059223,2014-07-25,311000,3,1.0,1640,12060,1.0,0,0,4,7,1640,0,1960,0,98059,47.4941,-122.151,1680,9147,410.0,0.25,7.349177330895795,0.0,0.9993906154783668,0.975609756097561,21208,2014,7,3,84,0,0
1023059313,2015-02-05,390000,3,2.5,1910,4755,2.0,0,0,3,8,1910,0,1997,0,98059,47.4956,-122.162,2460,6099,477.5,0.625,2.488226059654631,0.0,0.9994767137624281,0.7761072734660707,10855,2015,2,1,279,0,0
1023059324,2014-06-23,235000,3,1.0,1170,11100,1.0,0,0,4,6,1170,0,1968,0,98059,47.4954,-122.164,2080,8481,292.5,0.25,9.479077711357814,0.0,0.9991460290350128,0.5622296972609322,19582,2014,6,2,52,0,0
1023059429,2015-01-22,380000,4,2.5,2100,5857,2.0,0,0,3,8,2100,0,2002,0,98059,47.4956,-122.163,2090,7779,420.0,0.5,2.7877201332698713,0.0,0.9995240361732508,1.0043041606886658,13637,2015,1,1,265,0,0
1023059430,2014-12-20,420000,3,2.5,2720,8622,2.0,0,0,3,8,2720,0,2002,0,98059,47.4954,-122.163,1950,8603,680.0,0.625,3.1686879823594265,0.0,0.9996324880558618,1.3941568426447974,17226,2014,12,4,232,0,0
1023059465,2014-05-13,505000,4,2.5,2790,5602,2.0,0,0,3,8,2790,0,2009,0,98059,47.4959,-122.15,2790,5309,558.0,0.5,2.0071658903618776,0.0,0.9996417054819061,0.9996417054819061,10912,2014,5,2,11,0,0
1023059511,2014-10-20,527000,4,2.5,2900,6736,2.0,0,0,3,8,2900,0,2013,0,98059,47.4954,-122.152,2900,6736,580.0,0.5,2.321957945536022,0.0,0.9996552912788693,0.9996552912788693,13473,2014,10,4,171,0,0
1023079147,2014-08-20,652500,4,2.25,2220,130244,2.0,0,0,3,8,2220,0,1989,0,98027,47.4989,-121.9,2680,130680,444.0,0.45,58.64205312922107,0.0,0.9995497523638001,0.8280492353599403,260925,2014,8,3,110,0,0
1023089019,2014-07-30,452000,5,1.75,1830,47916,1.5,0,0,3,6,1830,0,1948,0,98045,47.4881,-121.777,2010,13135,305.0,0.2916666666666667,26.169306389950847,0.0,0.9994538503549972,0.9099950273495774,61052,2014,7,3,89,0,0
1023089085,2014-08-04,390000,3,1.75,1850,15170,1.0,0,0,3,7,1850,0,1965,0,98045,47.4991,-121.774,1160,14175,462.5,0.4375,8.195569962182605,0.0,0.9994597514856834,1.5934539190353143,29346,2014,8,3,94,0,0
1023089140,2015-01-06,665000,3,2.0,1740,41275,1.0,0,0,3,8,1740,0,1974,1989,98045,47.4914,-121.763,2630,41275,435.0,0.5,23.70763928776565,0.0,0.9994256174612292,0.661345496009122,82551,2015,1,1,249,1,26
1023089197,2014-10-07,390000,3,2.0,1930,12443,1.0,0,0,3,7,1930,0,1969,0,98045,47.4906,-121.775,1400,12183,482.5,0.5,6.443811496633868,0.0,0.9994821336095288,1.3775874375446109,24627,2014,10,4,158,0,0
1023089228,2014-07-17,350000,3,1.75,1250,13775,1.0,0,2,3,7,1250,0,1990,0,98045,47.4981,-121.772,1260,13707,312.5,0.4375,11.01119104716227,0.0,0.9992006394884093,0.9912767644726408,27483,2014,7,3,76,0,0
1024000050,2014-07-18,915000,3,2.75,3390,7000,1.0,0,3,4,8,1740,1650,1979,0,98116,47.5701,-122.408,1770,6500,847.5,0.6875,2.064287820701858,0.4865821291654379,0.5131229725744618,1.9141727837380011,13501,2014,7,3,77,0,0
1024000100,2015-04-08,900000,3,2.5,1920,7200,2.0,0,2,3,10,1780,140,1997,0,98116,47.5709,-122.408,2080,5000,480.0,0.625,3.748047891723061,0.07287870900572618,0.9266007287870901,0.9226333493512734,12201,2015,4,2,341,0,0
1024039049,2014-05-12,1015000,3,2.5,2920,34527,1.0,0,4,4,9,1800,1120,1954,1983,98116,47.5799,-122.4,2480,7933,730.0,0.625,11.820267031838412,0.38343033207805544,0.6162273194111606,1.176944780330512,42461,2014,5,2,10,1,32
1024049006,2015-01-14,665000,3,1.75,2700,5040,1.0,0,2,3,8,1560,1140,1947,0,98144,47.5834,-122.29,3010,5000,675.0,0.4375,1.8659755646057017,0.4220659015179563,0.5775638652350981,0.8967120557954168,10041,2015,1,1,257,0,0
1024049024,2014-12-03,1735000,5,3.5,4870,7700,2.5,0,3,5,10,3650,1220,1929,0,98144,47.5832,-122.29,3220,7700,811.6666666666666,0.5833333333333334,1.5807842332169986,0.25046191747074525,0.7493327858755903,1.5119528096864328,15401,2014,12,4,215,0,0
1024069009,2014-05-02,675000,5,2.5,2820,67518,2.0,0,0,3,8,2820,0,1979,0,98029,47.5794,-122.025,2820,48351,470.0,0.4166666666666667,23.934065934065934,0.0,0.9996455157745481,0.9996455157745481,115870,2014,5,2,0,0,0
1024069037,2014-09-15,525000,3,2.0,1600,16530,1.0,0,0,5,7,1600,0,1967,0,98075,47.5821,-122.016,1850,41006,400.0,0.5,10.32479700187383,0.0,0.9993753903810119,0.864397622906537,57537,2014,9,3,136,0,0
1024069063,2014-09-23,620000,4,2.5,2720,34498,1.0,0,0,5,7,1360,1360,1966,0,98075,47.5832,-122.02,1920,22474,544.0,0.5,12.678427048879088,0.4998162440279309,0.4998162440279309,1.415929203539823,56973,2014,9,3,144,0,0
1024069159,2015-03-13,526000,3,1.75,1780,37801,1.0,0,0,3,7,1300,480,1977,0,98075,47.5858,-122.015,2380,47480,445.0,0.4375,21.224592925322852,0.26951151038742277,0.7299270072992701,0.747585048299034,85282,2015,3,1,315,0,0
1024069162,2015-04-16,562000,3,2.0,3250,50529,2.0,0,0,4,8,3250,0,1978,0,98075,47.5849,-122.016,2370,47480,812.5,0.5,15.5426022762227,0.0,0.9996924023377423,1.3707296499367356,98010,2015,4,2,349,0,0
1024069205,2015-01-14,1175000,4,2.5,4700,49658,2.0,0,0,3,10,4700,0,1999,0,98075,47.5878,-122.022,2870,49658,940.0,0.5,10.563284407572857,0.0,0.9997872793022761,1.637060257749913,99317,2015,1,1,257,0,0
1024069215,2014-09-12,1206690,5,4.25,4150,12015,2.0,0,0,3,10,4150,0,2014,0,98075,47.5816,-122.021,3230,27520,691.6666666666666,0.7083333333333334,2.894483257046495,0.0,0.9997590941941701,1.284432064376354,39536,2014,9,3,133,0,0
1025039086,2014-09-16,1875000,3,2.5,3280,29111,2.0,1,3,3,11,3280,0,1925,0,98199,47.6699,-122.416,3530,21074,820.0,0.625,8.872599817128924,0.0,0.9996952148735142,0.9289153214386859,50186,2014,9,3,137,0,0
1025039145,2014-06-13,775000,4,2.0,3140,10875,1.0,0,1,3,7,1940,1200,1939,1969,98199,47.6656,-122.406,3300,10080,628.0,0.4,3.4622731614135627,0.38204393505253104,0.6176376950015918,0.9512269009391093,20956,2014,6,2,42,1,46
1025039168,2014-09-23,290000,1,0.75,740,1284,1.0,0,0,4,6,740,0,1928,0,98107,47.6741,-122.406,1430,3988,370.0,0.375,1.7327935222672064,0.0,0.9986504723346828,0.517120894479385,5273,2014,9,3,144,0,0
1025039320,2015-04-27,1305000,4,3.5,3440,5000,2.0,0,0,3,11,2560,880,2006,0,98199,47.6672,-122.409,3090,10241,688.0,0.7,1.4530659691950014,0.25573961057832023,0.7439697762278408,1.112908443869298,15242,2015,4,2,360,0,0
1025039326,2014-08-28,921800,4,2.5,2950,7024,2.0,0,0,3,10,2950,0,2012,0,98199,47.6651,-122.403,2950,6339,590.0,0.5,2.3802100982717724,0.0,0.9996611318197222,0.9996611318197222,13364,2014,8,3,118,0,0
1025049114,2014-07-17,625504,3,2.25,1270,1566,2.0,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,317.5,0.5625,1.2321007081038553,0.16522423288749016,0.8339889850511408,1.0938845822566752,2894,2014,7,3,76,0,0
1025049115,2014-06-25,594000,3,2.25,1270,1406,2.0,0,0,3,8,1060,210,2014,0,98105,47.6647,-122.284,1160,1327,317.5,0.5625,1.106215578284815,0.16522423288749016,0.8339889850511408,1.0938845822566752,2734,2014,6,2,54,0,0
1025049254,2014-12-04,458000,3,4.0,1390,1569,2.0,0,0,3,9,1150,240,2006,0,98105,47.671,-122.269,1620,1855,347.5,1.0,1.1279654924514737,0.17253774263120059,0.8267433501078361,0.8574953732264035,3425,2014,12,4,216,0,0
1025049266,2014-09-30,555000,2,2.25,1160,954,2.0,0,0,3,8,960,200,2014,0,98105,47.6647,-122.284,1160,1327,386.6666666666667,0.75,0.8217054263565892,0.17226528854435832,0.8268733850129198,0.9991386735572783,2282,2014,9,3,151,0,0
1025049268,2014-07-21,549900,2,1.75,1140,936,2.0,0,0,3,8,940,200,2014,0,98105,47.6647,-122.284,1160,1327,380.0,0.5833333333333334,0.820333041191937,0.175284837861525,0.8238387379491674,0.9819121447028424,2264,2014,7,3,80,0,0
1025059094,2015-01-28,830000,5,3.5,3490,21780,2.0,0,0,3,8,3490,0,1996,0,98052,47.6707,-122.144,3070,7829,581.6666666666666,0.5833333333333334,6.238900028645087,0.0,0.9997135491263248,1.1364376424617388,29610,2015,1,1,271,0,0
1025059181,2014-07-22,480000,3,2.0,1580,7400,1.0,0,0,3,7,1050,530,1977,0,98052,47.6715,-122.162,1560,7458,395.0,0.5,4.680581910183428,0.33523086654016443,0.6641366223908919,1.0121716848174247,14859,2014,7,3,81,0,0
1025069106,2015-02-23,765000,3,3.0,3270,38088,2.0,0,0,3,10,3270,0,1992,0,98053,47.6692,-122.028,1870,37457,817.5,0.75,11.644145521247324,0.0,0.9996942830938551,1.7477284874398717,75546,2015,2,1,297,0,0
1025069192,2014-11-05,929000,4,3.25,4030,57499,2.0,0,0,3,9,4030,0,2002,0,98053,47.6617,-122.026,3470,57499,806.0,0.65,14.264202431158521,0.0,0.9997519225998511,1.1610486891385767,114999,2014,11,4,187,0,0
1025069210,2015-02-09,762500,4,2.25,3130,41382,2.0,0,0,3,9,3130,0,1986,0,98053,47.6683,-122.034,3130,54886,626.0,0.45,13.216863621846056,0.0,0.9996806132226126,0.9996806132226126,96269,2015,2,1,283,0,0
1025069255,2014-10-23,1175000,4,3.5,4150,49503,2.0,0,0,3,11,4150,0,2003,0,98053,47.6746,-122.018,3330,60137,830.0,0.7,11.925560105998555,0.0,0.9997590941941701,1.245872110477334,109641,2014,10,4,174,0,0
1025079074,2014-12-02,510000,3,2.0,2350,266151,1.5,0,0,3,7,2350,0,1983,0,98014,47.6609,-121.892,2270,222156,587.5,0.5,113.20757124627818,0.0,0.9995746490854955,1.0347864376926463,488308,2014,12,4,214,0,0
1025079086,2014-08-20,365000,2,1.0,960,223898,1.0,0,0,3,6,960,0,1985,0,98014,47.6668,-121.892,1830,230868,320.0,0.3333333333333333,232.9843912591051,0.0,0.9989594172736732,0.5243036592026216,454767,2014,8,3,110,0,0
1026049082,2014-11-25,500000,4,2.0,2760,27631,2.0,0,0,4,8,1800,960,1978,0,98155,47.7484,-122.291,2490,13158,552.0,0.4,10.007605939876857,0.347700108656284,0.6519377037305324,1.1079887595343236,40790,2014,11,4,207,0,0
1026069044,2014-10-10,785000,4,2.25,3200,53357,2.0,0,0,4,9,3200,0,1972,0,98077,47.755,-122.035,2650,54014,640.0,0.45,16.668853483286473,0.0,0.999687597625742,1.2070916635231987,107372,2014,10,4,161,0,0
1026069095,2014-06-24,839000,3,2.5,3200,203425,1.0,0,0,3,10,3200,0,2000,0,98077,47.7614,-122.015,3200,203425,800.0,0.625,63.550452983442675,0.0,0.999687597625742,0.999687597625742,406851,2014,6,2,53,0,0
1026069120,2014-05-08,589900,2,3.0,3160,66646,2.0,0,0,3,7,3160,0,1993,0,98077,47.7479,-122.034,3140,38790,1053.3333333333333,1.0,21.083834229674153,0.0,0.999683644416324,1.006049028971665,105437,2014,5,2,6,0,0
1026069134,2014-08-25,619000,3,2.5,2560,43608,2.0,0,0,3,9,2560,0,2002,0,98077,47.7614,-122.026,3000,54088,640.0,0.625,17.027723545490044,0.0,0.9996095275283092,0.8530489836721094,97697,2014,8,3,115,0,0
1026069155,2015-03-12,539000,3,2.0,1800,43995,2.0,0,0,3,8,1800,0,1988,0,98077,47.7585,-122.022,2290,51400,450.0,0.5,24.42809550249861,0.0,0.9994447529150472,0.7856831078131821,95396,2015,3,1,314,0,0
1026069163,2015-04-22,630000,3,2.5,2460,38794,2.0,0,0,3,9,2460,0,1999,0,98077,47.7602,-122.022,2470,51400,615.0,0.625,15.763510767980495,0.0,0.9995936611133686,0.9955483609874545,90195,2015,4,2,355,0,0
1026069172,2014-06-18,540000,4,2.5,2050,34222,2.0,0,0,4,8,2050,0,1989,0,98077,47.7572,-122.022,2240,51400,410.0,0.5,16.685519258898097,0.0,0.999512432959532,0.9147701918786256,85623,2014,6,2,47,0,0
103000116,2014-07-22,645000,3,1.75,2070,5500,1.0,0,0,4,7,1130,940,1946,0,98115,47.6733,-122.301,1800,4400,517.5,0.4375,2.6557218734910673,0.45388701110574603,0.5456301303718011,1.1493614658523044,9901,2014,7,3,81,0,0
1032000079,2015-04-22,402000,3,1.5,1320,3145,2.0,0,0,3,7,1320,0,1998,0,98144,47.5909,-122.297,1320,3002,330.0,0.375,2.380772142316427,0.0,0.9992429977289932,0.9992429977289932,6148,2015,4,2,355,0,0
103400160,2014-05-15,263000,3,2.25,1590,7748,2.0,0,0,4,7,1590,0,1991,0,98003,47.2857,-122.3,1590,7606,397.5,0.5625,4.869893148962916,0.0,0.9993714644877436,0.9993714644877436,15355,2014,5,2,13,0,0
1035000007,2014-12-18,210000,3,2.0,1830,4992,1.0,0,0,3,7,1230,600,1953,0,98118,47.5145,-122.27,2050,7740,457.5,0.5,2.726379027853632,0.3276897870016384,0.6717640633533588,0.8922476840565577,12733,2014,12,4,230,0,0
1036000080,2014-10-09,525000,3,1.75,1970,8000,1.0,0,0,4,8,1970,0,1968,0,98052,47.6324,-122.1,1910,8000,492.5,0.4375,4.058853373921867,0.0,0.9994926433282597,1.0308738880167452,16001,2014,10,4,160,0,0
1036000280,2015-02-17,675000,4,1.75,2440,7475,1.0,0,0,4,9,2040,400,1969,0,98052,47.6339,-122.096,2040,8480,488.0,0.35,3.0622695616550595,0.1638672675133142,0.8357230643179026,1.1954924056834886,15956,2015,2,1,291,0,0
1036000610,2015-05-07,639500,3,1.75,2010,8072,1.0,0,0,4,8,2010,0,1974,0,98052,47.6327,-122.097,2030,8055,502.5,0.4375,4.013923421183491,0.0,0.9995027349577325,0.9896602658788775,16128,2015,5,2,370,0,0
1036100100,2014-07-02,435000,3,2.5,1900,7984,2.0,0,0,3,8,1900,0,1993,0,98011,47.7433,-122.194,2650,9352,475.0,0.625,4.199894792214624,0.0,0.9994739610731194,0.7167106752168992,17337,2014,7,3,61,0,0
1036100130,2014-08-08,442000,3,2.5,1980,39932,2.0,0,0,3,8,1980,0,1994,0,98011,47.7433,-122.196,2610,12769,495.0,0.625,20.157496214033316,0.0,0.9994952044422009,0.7583301417081578,52702,2014,8,3,98,0,0
1036400110,2014-07-02,605000,3,2.25,2080,12134,1.0,0,0,4,8,1530,550,1973,0,98052,47.6315,-122.102,2320,12400,520.0,0.5625,5.830850552618934,0.2642960115329169,0.735223450264296,0.8961654459284791,24535,2014,7,3,61,0,0
1036400200,2015-02-13,661000,4,1.75,1670,13125,1.0,0,0,5,8,1670,0,1973,0,98052,47.6315,-122.101,2360,12500,334.0,0.35,7.854578096947935,0.0,0.9994015559545183,0.7073274036425243,25626,2015,2,1,287,0,0
1036450170,2015-03-12,660000,3,3.5,2740,3785,2.0,0,0,3,9,2190,550,2001,0,98034,47.7195,-122.182,2060,3457,685.0,0.875,1.3808828894564027,0.2006566946369938,0.7989784750091208,1.3294517224648228,7243,2015,3,1,314,0,0
1036450290,2015-02-02,495000,3,2.5,1860,3150,2.0,0,0,3,8,1860,0,2001,0,98034,47.719,-122.182,2050,3375,465.0,0.625,1.69263836646964,0.0,0.999462654486835,0.9068746952705997,6526,2015,2,1,276,0,0
1036450360,2015-01-07,540000,4,2.5,2050,3784,2.0,0,0,3,8,2050,0,2001,0,98034,47.7189,-122.181,2050,3366,410.0,0.5,1.8449536811311555,0.0,0.999512432959532,0.999512432959532,7151,2015,1,1,250,0,0
1038000040,2014-06-05,499950,3,2.5,2370,12753,2.0,0,0,3,7,2370,0,2001,0,98019,47.7359,-121.984,2280,16808,592.5,0.625,5.37874314635175,0.0,0.9995782370307887,1.0390179745725558,29562,2014,6,2,34,0,0
1041440050,2015-04-28,359950,5,2.75,2844,3990,2.0,0,0,3,8,2844,0,2013,0,98092,47.3259,-122.167,2273,3900,474.0,0.4583333333333333,1.4024604569420036,0.0,0.9996485061511423,1.2506596306068603,7891,2015,4,2,361,0,0
1041440360,2015-01-05,299999,4,2.5,1981,4828,2.0,0,0,3,8,1981,0,2013,0,98092,47.3252,-122.167,1981,3783,396.2,0.5,2.435923309788093,0.0,0.9994954591321897,0.9994954591321897,8612,2015,1,1,248,0,0
1041500020,2014-09-08,657000,4,2.75,3060,35380,1.0,0,0,3,9,1810,1250,1982,0,98074,47.6198,-122.038,1980,10425,612.0,0.55,11.558314276380267,0.40836327997386473,0.5913100294021562,1.5446744068652196,45806,2014,9,3,129,0,0
1042500013,2014-05-20,219950,3,1.5,1650,9936,1.0,0,0,3,7,1090,560,1967,0,98003,47.3285,-122.328,1560,9890,412.5,0.375,6.01817080557238,0.3391883706844337,0.660205935796487,1.057014734144779,19827,2014,5,2,18,0,0
1042700060,2014-05-16,804995,5,1.5,3360,5402,2.0,0,0,3,9,3360,0,2014,0,98074,47.6067,-122.053,3360,5415,560.0,0.25,1.6072597441237726,0.0,0.999702469503124,0.999702469503124,10818,2014,5,2,14,0,0
1042700080,2014-08-22,831548,5,2.75,3010,4919,2.0,0,0,3,9,3010,0,2014,0,98074,47.6067,-122.052,3230,5415,501.6666666666667,0.4583333333333333,1.6336765194287612,0.0,0.9996678844237795,0.9316001238006809,10335,2014,8,3,112,0,0
1042700250,2014-08-04,834995,5,1.5,3360,5225,2.0,0,0,3,9,3360,0,2014,0,98074,47.6072,-122.053,3230,5368,560.0,0.25,1.5545968461767332,0.0,0.999702469503124,1.0399257195914577,10594,2014,8,3,94,0,0
1042700270,2014-06-16,852880,4,3.25,3450,6184,2.0,0,0,3,9,3450,0,2014,0,98074,47.6072,-122.054,3020,5369,690.0,0.65,1.7919443639524775,0.0,0.9997102289191538,1.1420059582919564,11554,2014,6,2,45,0,0
1042700290,2014-08-04,864327,5,3.25,3480,6507,2.0,0,0,3,9,3480,0,2014,0,98074,47.607,-122.053,3360,5398,580.0,0.5416666666666666,1.8692904337833955,0.0,0.9997127262280954,1.0354061291282357,11906,2014,8,3,94,0,0
104501040,2014-10-03,249900,4,2.0,1500,7854,1.5,0,0,3,7,1500,0,1983,0,98023,47.3127,-122.354,1500,7334,300.0,0.4,5.2325116588940705,0.0,0.9993337774816788,0.9993337774816788,15189,2014,10,4,154,0,0
104510340,2014-09-25,276200,3,2.5,1480,7210,1.0,0,0,3,7,1180,300,1986,0,98023,47.3124,-122.351,1690,7396,370.0,0.625,4.8683322079675895,0.2025658338960162,0.7967589466576638,0.8752217622708457,14607,2014,9,3,146,0,0
104530110,2014-10-08,268000,3,2.5,1850,6676,2.0,0,0,3,7,1850,0,1986,0,98023,47.3103,-122.36,1700,6663,462.5,0.625,3.6066990815775255,0.0,0.9994597514856834,1.0875955320399764,13340,2014,10,4,159,0,0
